0,3.14159,0,-0.277,-0.15,-0.067,
1.25,-2,2,-0.2,-0.12,-0.08,
3.14159,1.5,-1.5,-0.3,-0.2,-0.1,
-2,0.75,1,-0.35,-0.25,-0.12,
0.4,-1.5,2.76,-0.25,-0.174,-0.05,
-0.4,1.5,0.23,-0.3,-0.174,-0.05,
-0.7,3.1415,0.23,-0.33,-0.2,-0.12,
1.25,0,1.75,-0.2,-0.1,-0.05,
0,0,0,-0.35,-0.15,-0.067,
0,0,0,-0.277,-0.15,-0.067,
